
Left power from force,Vector size

-4.8986,	69
-2.5395,	76
-4.2500,	76
-3.3611,	72
-4.2192,	73
-3.7500,	76
-3.9306,	72
-4.6986,	73
-3.4348,	69
-4.1711,	76
-2.5395,	76
-3.2237,	76
-4.7632,	76
-3.0395,	76
-3.5099,	202
-4.4638,	69
-3.6528,	72
-4.0137,	73
-3.3623,	69
-3.5658,	76
-2.4211,	76
-3.3684,	76
-4.3043,	69
-2.0395,	76
-5.0959,	73
-4.3333,	72
-3.5921,	76
-3.1781,	73
-3.1013,	79
-4.6053,	76
-3.9079,	76
-3.9868,	76
-2.6486,	74
-3.5811,	74
-4.5890,	73
-2.9079,	76
-4.3158,	76
-3.2237,	76
-4.5652,	69
-2.8158,	76
-3.7500,	76
-3.5417,	72
-3.7808,	73
-4.3947,	76
-4.3684,	76
-3.6316,	76
-4.1184,	76
-2.8816,	76
-5.9130,	69
-3.2105,	76
-3.4211,	76
-4.5507,	69
-1.8816,	76
-4.4783,	69
-3.8158,	76
-3.3026,	76
-2.9211,	76
-2.5733,	75
-5.1571,	70
-2.6447,	76
-3.6316,	76
-3.1579,	76
-3.2632,	76
-3.6316,	76
