
Left power from force,Vector size

-3.6447,	76
-1.0725,	69
-4.0435,	69
-4.0580,	69
-4.6316,	76
-2.8261,	69
-3.9868,	76
-4.2388,	67
-1.1549,	71
-1.8158,	76
-3.0580,	69
-0.6053,	76
-2.4342,	76
-1.3947,	76
-3.3662,	71
-1.6216,	74
-2.9211,	76
-4.1159,	69
-0.0263,	76
-3.0395,	76
-2.3662,	71
-1.7568,	74
-2.8590,	78
-2.3038,	79
-4.0641,	78
-1.6087,	69
-1.9474,	76
-2.4783,	69
-2.6579,	76
-3.1711,	76
-1.7500,	76
-4.0132,	76
-1.1974,	76
-2.6053,	76
-2.1447,	76
-1.3684,	76
-4.1739,	69
-1.0132,	76
-5.4203,	69
-2.8551,	69
-1.7368,	76
-3.0658,	76
-2.0921,	76
-3.1711,	76
-3.2754,	69
-3.7368,	76
-2.4203,	69
-1.6500,	80
-3.8472,	72
-1.6579,	76
-2.8116,	69
-2.9444,	72
-4.0137,	73
-1.3026,	76
-2.4203,	69
-4.4203,	69
-2.4868,	76
-3.5362,	69
-1.4217,	83
-3.3913,	69
-1.4079,	76
-2.3768,	69
-2.9211,	76
-2.6842,	76
-4.4348,	69
-1.9868,	76
-3.0290,	69
-2.1579,	76
-2.7105,	76
-3.5789,	76
-2.6232,	69
-3.7368,	76
-3.0580,	69
-1.7500,	76
-2.7632,	76
-1.7733,	75
