
Left power from force,Vector size

-6.6792,	583
-3.7959,	539
-5.4825,	485
-9.0069,	433
-6.2428,	556
-6.1045,	507
-7.4310,	413
-6.7574,	437
-5.9050,	463
-6.9979,	481
-5.0872,	493
-7.1697,	495
-6.2306,	542
-4.6996,	526
-6.0921,	543
-3.4783,	437
-5.3586,	541
-8.9055,	476
-7.5176,	568
-7.0367,	545
-6.3548,	558
-6.3223,	546
-7.9498,	558
-5.6160,	539
-6.0062,	486
-8.7012,	492
-8.4124,	485
-5.1716,	571
-5.9049,	536
-8.5869,	518
-5.1746,	544
-3.9590,	463
-7.8696,	506
-6.7493,	371
345.0000,	1
-12.8151,	119
6.1613,	31
-8.8813,	514
-0.4643,	56
-6.8658,	514
-8.3523,	491
-6.2491,	562
-5.7788,	529
-7.4404,	495
-7.1309,	550
-3.8432,	491
-8.1614,	508
-7.8373,	461
-6.4569,	534
-6.3604,	555
-6.6585,	568
-5.8594,	512
-5.3766,	547
-7.4340,	553
-5.7199,	482
-6.0941,	574
-4.8905,	557
-8.4280,	500
-7.1314,	548
-4.8623,	552
-7.2781,	561
-6.1855,	550
-6.3144,	547
-7.2605,	522
-7.5671,	566
-6.2407,	482
-5.9819,	554
-7.2713,	527
-4.0467,	471
-7.6243,	535
-8.0911,	461
-6.0400,	550
-6.6145,	511
-5.7837,	416
-4.3348,	448
