
Left power from force,Vector size

-4.0556,	558
-6.5498,	462
-5.6949,	554
-1.9087,	493
-7.5000,	530
-6.1477,	555
-5.3996,	458
-4.2741,	529
-6.9028,	494
-6.3151,	568
-3.7175,	570
-5.7688,	571
-7.4831,	534
-6.9184,	564
-6.4123,	570
-5.7684,	557
-7.0624,	577
-5.6636,	550
-6.0177,	564
-7.1766,	572
-7.9096,	498
-4.4256,	524
-4.4982,	548
-5.8819,	542
-6.5073,	546
-8.9718,	496
-6.7669,	562
-6.3789,	541
-6.3652,	534
-5.1002,	539
-7.4707,	444
-7.5797,	533
-5.1403,	556
-6.0358,	559
-6.1927,	550
-7.1521,	526
-4.5714,	483
-6.3691,	550
-7.2007,	538
-7.1891,	476
-4.8630,	467
-6.3304,	563
-5.5455,	550
-5.9002,	561
-5.0502,	538
-4.7692,	494
-3.8712,	489
-7.1228,	513
-6.4589,	560
-6.5552,	571
-6.4050,	563
-4.8937,	461
-5.8368,	429
-5.4133,	525
-6.9944,	533
-5.5163,	552
-6.9788,	565
-5.2411,	394
-3.2805,	492
-7.8278,	482
-6.8312,	545
-5.1664,	553
-7.1848,	460
-4.8316,	493
-7.6583,	515
-6.3522,	477
-5.3414,	580
-7.3675,	498
-6.9980,	492
-5.0504,	536
-7.4332,	554
-5.4521,	553
-6.3569,	552
-5.2057,	559
-3.0896,	502
-6.8089,	560
-4.5848,	566
-8.6217,	497
-5.7540,	565
